,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2592,2023,EN,FT,Machine Learning Engineer,70800,USD,70800,US,0,US,M
2593,2023,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M
2594,2023,MI,FT,Data Engineer,75000,USD,75000,US,0,US,M
2595,2023,SE,FT,Data Engineer,247300,USD,247300,US,0,US,M
2596,2023,SE,FT,Data Engineer,139700,USD,139700,US,0,US,M
2597,2023,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
2598,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2599,2023,SE,FT,Data Scientist,254900,USD,254900,US,0,US,M
2600,2023,SE,FT,Data Scientist,203920,USD,203920,US,0,US,M
2601,2023,SE,FT,Data Scientist,191200,USD,191200,US,0,US,M
2602,2023,SE,FT,Data Scientist,170186,USD,170186,US,0,US,M
2603,2023,SE,FT,Machine Learning Engineer,300000,USD,300000,US,0,US,M
2604,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2605,2023,SE,FT,Data Analyst,150000,USD,150000,US,100,US,M
2606,2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M
2607,2023,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M
2608,2023,SE,FT,Data Engineer,128000,USD,128000,US,100,US,M
2609,2023,EN,FT,Data Engineer,60000,USD,60000,US,100,US,M
2610,2023,EN,FT,Data Engineer,48000,USD,48000,US,100,US,M
2611,2023,EX,FT,Data Engineer,234000,USD,234000,US,0,US,M
2612,2023,EX,FT,Data Engineer,146000,USD,146000,US,0,US,M
2613,2023,SE,FT,Data Scientist,179000,USD,179000,US,0,US,M
2614,2023,SE,FT,Data Scientist,112000,USD,112000,US,0,US,M
2615,2023,MI,FT,Data Analyst,130100,USD,130100,US,0,US,M
2616,2023,MI,FT,Data Analyst,75000,USD,75000,US,0,US,M
2617,2023,MI,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
2618,2023,MI,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
2619,2023,SE,FT,Data Scientist,273500,USD,273500,US,0,US,M
2620,2023,SE,FT,Data Scientist,182500,USD,182500,US,0,US,M
2621,2023,EN,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
2622,2023,EN,FT,Data Analyst,55000,GBP,67672,GB,0,GB,M
2623,2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2624,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2625,2023,SE,FT,Data Analyst,100000,GBP,123040,GB,0,GB,M
2626,2023,SE,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
2627,2023,EN,FT,Data Analyst,162240,USD,162240,US,0,US,M
2628,2023,EN,FT,Data Analyst,47840,USD,47840,US,0,US,M
2629,2023,MI,FT,Data Scientist,296980,USD,296980,US,0,US,M
2630,2023,MI,FT,Data Scientist,123740,USD,123740,US,0,US,M
2631,2023,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2632,2023,SE,FT,Machine Learning Engineer,146000,USD,146000,US,0,US,M
2633,2023,SE,FT,Machine Learning Engineer,370000,USD,370000,US,0,US,M
2634,2023,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2635,2023,MI,FT,Machine Learning Engineer,72000,USD,72000,VN,100,VN,M
2636,2023,MI,FT,Machine Learning Engineer,48000,USD,48000,VN,100,VN,M
2637,2023,SE,FT,Data Scientist,250000,USD,250000,US,0,US,M
2638,2023,SE,FT,Data Scientist,175000,USD,175000,US,0,US,M
2639,2023,SE,FT,Data Scientist,235000,USD,235000,US,100,US,M
2640,2023,SE,FT,Data Scientist,175000,USD,175000,US,100,US,M
2641,2023,SE,FT,Machine Learning Engineer,185000,USD,185000,US,100,US,M
2642,2023,SE,FT,Machine Learning Engineer,128000,USD,128000,US,100,US,M
2643,2023,EX,FT,Data Engineer,350000,USD,350000,US,100,US,M
2644,2023,EX,FT,Data Engineer,268000,USD,268000,US,100,US,M
2645,2023,SE,FT,Data Analyst,234485,USD,234485,US,0,US,M
2646,2023,SE,FT,Data Analyst,112655,USD,112655,US,0,US,M
2647,2023,SE,FT,Data Engineer,234000,USD,234000,US,0,US,M
2648,2023,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M
2649,2023,MI,FT,Data Scientist,199700,USD,199700,US,0,US,M
2650,2023,MI,FT,Data Scientist,70800,USD,70800,US,0,US,M
2651,2023,EN,FT,Data Analyst,99900,USD,99900,US,0,US,M
2652,2023,EN,FT,Data Analyst,83000,USD,83000,US,0,US,M
2653,2023,SE,FT,Data Engineer,158000,USD,158000,US,0,US,M
2654,2023,SE,FT,Data Engineer,90300,USD,90300,US,0,US,M
2655,2023,SE,FT,Machine Learning Engineer,266500,USD,266500,US,0,US,M
2656,2023,SE,FT,Machine Learning Engineer,152000,USD,152000,US,0,US,M
2657,2023,SE,FT,Data Scientist,187200,USD,187200,US,100,US,M
2658,2023,SE,FT,Data Scientist,140400,USD,140400,US,100,US,M
2659,2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2660,2023,SE,FT,Data Engineer,98500,USD,98500,US,0,US,M
2661,2023,MI,FT,Data Analyst,125000,USD,125000,US,100,US,M
2662,2023,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
2663,2023,EN,FT,Data Analyst,75065,USD,75065,US,100,US,M
2664,2023,EN,FT,Data Analyst,41419,USD,41419,US,100,US,M
2665,2023,MI,FT,Data Engineer,181700,USD,181700,US,0,US,M
2666,2023,MI,FT,Data Engineer,64300,USD,64300,US,0,US,M
2667,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2668,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2669,2023,EN,FT,Data Analyst,85000,USD,85000,US,100,US,M
2670,2023,EN,FT,Data Analyst,80000,USD,80000,US,100,US,M
2671,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,100,US,M
2672,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,100,US,M
2673,2023,SE,FT,Data Engineer,170000,USD,170000,US,100,US,M
2674,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2675,2023,SE,FT,Data Engineer,175000,USD,175000,US,100,US,M
2676,2023,SE,FT,Data Engineer,130000,USD,130000,US,100,US,M
2677,2023,SE,FT,Data Engineer,152375,USD,152375,US,0,US,M
2678,2023,SE,FT,Data Engineer,94000,USD,94000,US,0,US,M
2679,2023,SE,FT,Data Analyst,82000,USD,82000,US,0,US,M
2680,2023,SE,FT,Data Analyst,77000,USD,77000,US,0,US,M
2681,2023,SE,FT,Data Engineer,196000,USD,196000,US,100,US,M
2682,2023,SE,FT,Data Engineer,94000,USD,94000,US,100,US,M
2683,2023,SE,FT,Data Scientist,264846,USD,264846,US,0,US,M
2684,2023,SE,FT,Data Scientist,143060,USD,143060,US,0,US,M
2685,2023,EN,FT,Data Analyst,203000,USD,203000,US,0,US,M
2686,2023,EN,FT,Data Analyst,89030,USD,89030,US,0,US,M
2687,2023,SE,FT,Data Scientist,60000,EUR,64781,ES,0,ES,M
2688,2023,SE,FT,Data Scientist,38000,EUR,41027,ES,0,ES,M
2689,2023,EN,FT,Data Analyst,160800,USD,160800,US,0,US,M
2690,2023,EN,FT,Data Analyst,92700,USD,92700,US,0,US,M
2691,2023,SE,FT,Data Analyst,62000,USD,62000,US,0,US,M
2692,2023,SE,FT,Data Analyst,51000,USD,51000,US,0,US,M
2693,2023,EN,FT,Data Analyst,137500,USD,137500,US,0,US,M
2694,2023,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2695,2023,EN,FT,Data Analyst,65000,USD,65000,US,0,US,M
2696,2023,EN,FT,Data Analyst,50000,USD,50000,US,0,US,M
2697,2023,MI,FT,Data Scientist,45000,GBP,55368,GB,0,GB,M
2698,2023,MI,FT,Data Scientist,40000,GBP,49216,GB,0,GB,M
2699,2023,SE,FT,Data Engineer,110000,USD,110000,US,0,US,M
2700,2023,SE,FT,Data Engineer,70000,USD,70000,US,0,US,M
2701,2023,SE,FT,Machine Learning Engineer,240000,USD,240000,US,0,US,M
2702,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,0,US,M
2703,2023,EX,FT,Data Engineer,465000,USD,465000,US,0,US,M
2704,2023,EX,FT,Data Engineer,385000,USD,385000,US,0,US,M
2705,2023,MI,FT,Data Engineer,240000,USD,240000,US,0,US,M
2706,2023,MI,FT,Data Engineer,200000,USD,200000,US,0,US,M
2707,2023,SE,FT,Data Analyst,150000,USD,150000,US,0,US,M
2708,2023,SE,FT,Data Analyst,120000,USD,120000,US,0,US,M
2709,2023,EN,FT,Data Analyst,60000,GBP,73824,GB,0,GB,M
2710,2023,EN,FT,Data Analyst,50000,GBP,61520,GB,0,GB,M
2711,2023,SE,FT,Machine Learning Engineer,225300,USD,225300,US,0,US,M
2712,2023,SE,FT,Machine Learning Engineer,197400,USD,197400,US,0,US,M
2713,2023,SE,FT,Data Scientist,212000,USD,212000,US,0,US,M
2714,2023,SE,FT,Data Scientist,93300,USD,93300,US,0,US,M
2715,2023,SE,FT,Data Analyst,140130,USD,140130,US,0,US,M
2716,2023,SE,FT,Data Analyst,84870,USD,84870,US,0,US,M
2717,2023,SE,FT,Data Engineer,266000,USD,266000,US,0,US,M
2718,2023,SE,FT,Data Engineer,152000,USD,152000,US,0,US,M
2719,2023,SE,FT,Machine Learning Engineer,255000,USD,255000,US,0,US,M
2720,2023,SE,FT,Machine Learning Engineer,169000,USD,169000,US,0,US,M
2721,2023,MI,FT,Data Engineer,169000,USD,169000,US,0,US,M
2722,2023,MI,FT,Data Engineer,91000,USD,91000,US,0,US,M
2723,2023,SE,FT,Data Scientist,197500,USD,197500,US,0,US,M
2724,2023,SE,FT,Data Scientist,136500,USD,136500,US,0,US,M
2725,2023,SE,FT,Machine Learning Engineer,248100,USD,248100,US,0,US,M
2726,2023,SE,FT,Machine Learning Engineer,145900,USD,145900,US,0,US,M
2727,2023,SE,FT,Data Analyst,185100,USD,185100,US,0,US,M
2728,2023,SE,FT,Data Analyst,133300,USD,133300,US,0,US,M
2729,2023,MI,FT,Data Analyst,95000,USD,95000,PH,0,PH,M
2730,2023,MI,FT,Data Analyst,70000,USD,70000,PH,0,PH,M
2731,2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2732,2023,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M
2733,2023,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
2734,2023,SE,FT,Data Scientist,160000,USD,160000,US,0,US,M
2735,2023,EN,FT,Data Analyst,65000,GBP,79976,GB,0,GB,M
2736,2023,EN,FT,Data Analyst,55000,GBP,67672,GB,0,GB,M
2737,2023,SE,FT,Data Scientist,212000,USD,212000,US,0,US,M
2738,2023,SE,FT,Data Scientist,93300,USD,93300,US,0,US,M
2739,2023,SE,FT,Data Scientist,130000,USD,130000,US,100,US,M
2740,2023,SE,FT,Data Scientist,100000,USD,100000,US,100,US,M
2741,2023,EX,FT,Data Engineer,210000,USD,210000,US,100,US,M
2742,2023,EX,FT,Data Engineer,168000,USD,168000,US,100,US,M
2743,2023,SE,FT,Machine Learning Engineer,224400,USD,224400,US,0,US,M
2744,2023,SE,FT,Machine Learning Engineer,138700,USD,138700,US,0,US,M
2745,2023,MI,FT,Data Scientist,35000,GBP,43064,GB,0,GB,M
2746,2023,MI,FT,Data Scientist,30000,GBP,36912,GB,0,GB,M
2747,2023,EN,FT,Data Analyst,95000,USD,95000,US,0,US,M
2748,2023,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2749,2023,SE,FT,Data Scientist,300000,USD,300000,US,0,US,M
2750,2023,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M
2751,2023,MI,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2752,2023,MI,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2753,2023,MI,FT,Data Analyst,155000,USD,155000,US,0,US,M
2754,2023,MI,FT,Data Analyst,110000,USD,110000,US,0,US,M
2755,2023,SE,FT,Machine Learning Engineer,266500,USD,266500,US,0,US,M
2756,2023,SE,FT,Machine Learning Engineer,152000,USD,152000,US,0,US,M
2757,2023,SE,FT,Machine Learning Engineer,273400,USD,273400,US,0,US,M
2758,2023,SE,FT,Machine Learning Engineer,182200,USD,182200,US,0,US,M
2759,2023,SE,FT,Data Engineer,185900,USD,185900,US,0,US,M
2760,2023,SE,FT,Data Engineer,129300,USD,129300,US,0,US,M
2761,2023,SE,FT,Data Engineer,122000,USD,122000,US,0,US,M
2762,2023,SE,FT,Data Engineer,94500,USD,94500,US,0,US,M
2763,2023,SE,FT,Data Engineer,247300,USD,247300,US,0,US,M
2764,2023,SE,FT,Data Engineer,139700,USD,139700,US,0,US,M
2765,2023,SE,FT,Data Analyst,176000,USD,176000,US,0,US,M
2766,2023,SE,FT,Data Analyst,100000,USD,100000,US,0,US,M
2767,2023,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
2768,2023,SE,FT,Machine Learning Engineer,142200,USD,142200,US,0,US,M
2769,2023,SE,FT,Data Scientist,223400,USD,223400,US,100,US,M
2770,2023,SE,FT,Data Scientist,186200,USD,186200,US,100,US,M
2771,2023,SE,FT,Data Engineer,167500,USD,167500,US,0,US,M
2772,2023,SE,FT,Data Engineer,106500,USD,106500,US,0,US,M
2773,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
2774,2023,SE,FT,Data Scientist,129300,USD,129300,US,0,US,M
2775,2023,MI,FT,Data Engineer,133000,USD,133000,US,0,US,M
2776,2023,MI,FT,Data Engineer,58400,USD,58400,US,0,US,M
2777,2023,EN,FT,Data Analyst,100000,USD,100000,US,0,US,M
2778,2023,EN,FT,Data Analyst,75000,USD,75000,US,0,US,M
2779,2023,SE,FT,Machine Learning Engineer,266500,USD,266500,CA,0,CA,M
2780,2023,SE,FT,Machine Learning Engineer,144400,USD,144400,CA,0,CA,M
2781,2023,SE,FT,Data Engineer,58000,GBP,71363,GB,0,GB,M
2782,2023,SE,FT,Data Engineer,45000,GBP,55368,GB,0,GB,M
2783,2023,MI,FT,Data Analyst,90000,USD,90000,US,100,US,M
2784,2023,MI,FT,Data Analyst,70000,USD,70000,US,100,US,M
2785,2023,SE,FT,Data Engineer,199000,USD,199000,US,0,US,M
2786,2023,SE,FT,Data Engineer,162000,USD,162000,US,0,US,M
2787,2023,MI,FT,Data Engineer,170884,USD,170884,US,100,US,M
2788,2023,MI,FT,Data Engineer,113923,USD,113923,US,100,US,M
2789,2023,MI,FT,Data Engineer,184000,USD,184000,US,0,US,M
2790,2023,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
2791,2023,SE,FT,Data Scientist,235750,USD,235750,US,0,US,M
2792,2023,SE,FT,Data Scientist,174250,USD,174250,US,0,US,M
2793,2023,SE,FT,Data Engineer,225000,USD,225000,US,100,US,M
2794,2023,SE,FT,Data Engineer,150000,USD,150000,US,100,US,M
2795,2023,MI,FT,Machine Learning Engineer,213900,USD,213900,US,0,US,M
2796,2023,MI,FT,Machine Learning Engineer,116800,USD,116800,US,0,US,M
2797,2023,SE,FT,Data Scientist,220000,USD,220000,US,100,US,M
2798,2023,SE,FT,Data Scientist,150000,USD,150000,US,100,US,M
2799,2023,MI,FT,Data Scientist,150000,USD,150000,US,0,US,M
2800,2023,MI,FT,Data Scientist,100000,USD,100000,US,0,US,M
2801,2023,MI,FT,Machine Learning Engineer,247500,USD,247500,US,0,US,M
2802,2023,MI,FT,Machine Learning Engineer,172200,USD,172200,US,0,US,M
2803,2023,MI,FT,Data Engineer,155000,USD,155000,US,0,US,M
2804,2023,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
2805,2023,SE,FT,Data Engineer,226700,USD,226700,US,0,US,M
2806,2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M
2807,2023,SE,FT,Data Engineer,184000,USD,184000,US,0,US,M
2808,2023,SE,FT,Data Engineer,123000,USD,123000,US,0,US,M
2809,2023,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2810,2023,SE,FT,Data Scientist,117000,USD,117000,US,0,US,M
2811,2023,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2812,2023,MI,FT,Data Scientist,73000,USD,73000,US,0,US,M
2813,2023,SE,FT,Data Scientist,185900,USD,185900,US,100,US,M
2814,2023,SE,FT,Data Scientist,129300,USD,129300,US,100,US,M
2815,2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
2816,2023,MI,FT,Data Engineer,104000,USD,104000,US,0,US,M
2817,2023,SE,FT,Data Engineer,143000,USD,143000,US,100,US,M
2818,2023,SE,FT,Data Engineer,116000,USD,116000,US,100,US,M
2819,2023,MI,FT,Data Engineer,184000,USD,184000,US,0,US,M
2820,2023,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
2821,2023,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M
2822,2023,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M
2823,2023,MI,FT,Data Scientist,253000,USD,253000,US,0,US,M
2824,2023,MI,FT,Data Scientist,131000,USD,131000,US,0,US,M
2825,2023,SE,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2826,2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
2827,2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
2828,2023,SE,FT,Data Scientist,147000,USD,147000,US,0,US,M
2829,2023,SE,FT,Machine Learning Engineer,205000,USD,205000,US,0,US,M
2830,2023,SE,FT,Machine Learning Engineer,152000,USD,152000,US,0,US,M
2831,2023,MI,FT,Data Engineer,220000,USD,220000,CA,100,CA,M
2832,2023,MI,FT,Data Engineer,190000,USD,190000,CA,100,CA,M
2833,2023,SE,FT,Machine Learning Engineer,205000,USD,205000,US,0,US,M
2834,2023,SE,FT,Machine Learning Engineer,152000,USD,152000,US,0,US,M
2835,2023,SE,FT,Data Analyst,137000,USD,137000,US,100,US,M
2836,2023,SE,FT,Data Analyst,110000,USD,110000,US,100,US,M
2837,2023,SE,FT,Data Scientist,172000,USD,172000,US,100,US,M
2838,2023,SE,FT,Data Scientist,146000,USD,146000,US,100,US,M
2839,2023,MI,FT,Data Engineer,148000,USD,148000,US,0,US,M
2840,2023,MI,FT,Data Engineer,99000,USD,99000,US,0,US,M
2841,2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2842,2023,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
2843,2023,EN,FT,Data Analyst,105000,USD,105000,US,0,US,M
2844,2023,SE,FT,Data Engineer,99000,USD,99000,US,0,US,M
2845,2023,SE,FT,Data Engineer,52500,USD,52500,US,0,US,M
2846,2023,SE,FT,Machine Learning Engineer,210000,USD,210000,US,0,US,M
2847,2023,SE,FT,Machine Learning Engineer,147000,USD,147000,US,0,US,M
2848,2023,SE,FT,Data Engineer,290300,USD,290300,US,0,US,M
2849,2023,SE,FT,Data Engineer,196685,USD,196685,US,0,US,M
2850,2023,MI,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M
2851,2023,MI,FT,Machine Learning Engineer,130000,USD,130000,US,0,US,M
2852,2023,SE,FT,Data Engineer,145000,USD,145000,US,0,US,M
2853,2023,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M
2854,2023,MI,FT,Data Engineer,89600,GBP,110244,GB,0,GB,M
2855,2023,MI,FT,Data Engineer,32000,GBP,39372,GB,0,GB,M
2856,2023,EN,FT,Data Scientist,40000,EUR,43187,ES,0,ES,M
2857,2023,EN,FT,Data Scientist,29000,EUR,31310,ES,0,ES,M
2858,2023,EN,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
2859,2023,EN,FT,Data Analyst,55000,GBP,67672,GB,0,GB,M
2860,2023,EN,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
2861,2023,EN,FT,Data Analyst,55000,GBP,67672,GB,0,GB,M
2862,2023,SE,FT,Data Scientist,70000,EUR,75577,IE,50,IE,L
2863,2023,SE,FT,Data Engineer,230300,USD,230300,US,0,US,M
2864,2023,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M
2865,2023,SE,FT,Data Engineer,124935,USD,124935,ZA,0,ZA,M
2866,2023,SE,FT,Data Engineer,76050,USD,76050,ZA,0,ZA,M
2867,2023,SE,FT,Data Scientist,224800,USD,224800,US,0,US,M
2868,2023,SE,FT,Data Scientist,131100,USD,131100,US,0,US,M
2869,2023,SE,FT,Data Scientist,258000,USD,258000,US,0,US,M
2870,2023,SE,FT,Data Scientist,171000,USD,171000,US,0,US,M
2871,2023,SE,FT,Data Engineer,196000,USD,196000,US,0,US,M
2872,2023,SE,FT,Data Engineer,121000,USD,121000,US,0,US,M
2873,2023,SE,FT,Data Engineer,195800,USD,195800,US,0,US,M
2874,2023,SE,FT,Data Engineer,171500,USD,171500,US,0,US,M
2875,2023,MI,FT,Data Scientist,220000,USD,220000,US,0,US,M
2876,2023,MI,FT,Data Scientist,160000,USD,160000,US,0,US,M
2877,2023,EN,FT,Data Scientist,85000,USD,85000,US,0,US,M
2878,2023,EN,FT,Data Scientist,65000,USD,65000,US,0,US,M
2879,2023,MI,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2880,2023,MI,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2881,2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
2882,2023,SE,FT,Data Scientist,152000,USD,152000,US,0,US,M
2883,2023,MI,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2884,2023,MI,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2885,2023,SE,FT,Data Scientist,45000,EUR,48585,ES,0,ES,M
2886,2023,SE,FT,Data Scientist,36000,EUR,38868,ES,0,ES,M
2887,2023,MI,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2888,2023,MI,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2889,2023,MI,FT,Machine Learning Engineer,220000,USD,220000,US,0,US,M
2890,2023,MI,FT,Machine Learning Engineer,100000,USD,100000,US,0,US,M
2891,2023,SE,FT,Data Analyst,110000,USD,110000,PL,100,PL,M
2892,2023,SE,FT,Data Analyst,80000,USD,80000,PL,100,PL,M
2893,2023,SE,FT,Data Analyst,30000,GBP,36912,GB,100,GB,S
2894,2023,SE,FT,Data Scientist,150200,USD,150200,US,0,US,M
2895,2023,SE,FT,Data Scientist,71000,USD,71000,US,0,US,M
2896,2023,SE,FT,Data Engineer,167200,USD,167200,US,0,US,M
2897,2023,SE,FT,Data Engineer,121000,USD,121000,US,0,US,M
2898,2023,SE,FT,Data Engineer,133000,USD,133000,US,0,US,M
2899,2023,SE,FT,Data Engineer,58400,USD,58400,US,0,US,M
2900,2023,MI,FT,Data Scientist,135000,USD,135000,US,0,US,M
2901,2023,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
2902,2023,SE,FT,Data Scientist,187415,USD,187415,US,0,US,M
2903,2023,SE,FT,Data Scientist,114080,USD,114080,US,0,US,M
2904,2023,SE,FT,Data Scientist,187415,USD,187415,US,0,US,M
2905,2023,SE,FT,Data Scientist,114080,USD,114080,US,0,US,M
2906,2023,MI,FT,Data Engineer,166000,USD,166000,US,0,US,M
2907,2023,MI,FT,Data Engineer,73100,USD,73100,US,0,US,M
2908,2023,SE,FT,Machine Learning Engineer,306400,USD,306400,CA,0,CA,M
2909,2023,SE,FT,Machine Learning Engineer,168700,USD,168700,CA,0,CA,M
2910,2023,SE,FT,Data Scientist,187415,USD,187415,US,0,US,M
2911,2023,SE,FT,Data Scientist,114080,USD,114080,US,0,US,M
2912,2023,EN,FT,Data Analyst,26800,GBP,32974,GB,0,GB,M
2913,2023,EN,FT,Data Analyst,26800,GBP,32974,GB,0,GB,M
2914,2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
2915,2023,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
2916,2023,MI,FT,Data Analyst,167000,USD,167000,US,0,US,M
2917,2023,MI,FT,Data Analyst,121000,USD,121000,US,0,US,M
2918,2023,SE,FT,Data Scientist,190200,USD,190200,US,0,US,M
2919,2023,SE,FT,Data Scientist,95100,USD,95100,US,0,US,M
2920,2023,EN,FT,Data Analyst,133000,USD,133000,US,0,US,M
2921,2023,EN,FT,Data Analyst,58400,USD,58400,US,0,US,M
2922,2023,MI,FT,Data Engineer,90000,USD,90000,US,100,US,M
2923,2023,MI,FT,Data Engineer,70000,USD,70000,US,100,US,M
2924,2023,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
2925,2023,MI,FT,Data Scientist,73100,USD,73100,US,0,US,M
2926,2023,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
2927,2023,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
2928,2023,SE,FT,Data Engineer,180514,USD,180514,GB,100,GB,M
2929,2023,SE,FT,Data Engineer,108308,USD,108308,GB,100,GB,M
2930,2023,SE,FT,Machine Learning Engineer,294000,USD,294000,US,0,US,M
2931,2023,SE,FT,Machine Learning Engineer,192000,USD,192000,US,0,US,M
2932,2023,SE,FT,Machine Learning Engineer,266000,USD,266000,US,0,US,M
2933,2023,SE,FT,Machine Learning Engineer,167000,USD,167000,US,0,US,M
2934,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M
2935,2023,SE,FT,Machine Learning Engineer,150000,USD,150000,US,100,US,M
2936,2023,EN,FT,Data Analyst,163800,USD,163800,US,100,US,M
2937,2023,EN,FT,Data Analyst,88200,USD,88200,US,100,US,M
2938,2023,SE,FT,Data Analyst,180400,USD,180400,US,0,US,M
2939,2023,SE,FT,Data Analyst,138800,USD,138800,US,0,US,M
2940,2023,MI,FT,Data Analyst,55000,GBP,67672,GB,0,GB,M
2941,2023,MI,FT,Data Analyst,45000,GBP,55368,GB,0,GB,M
2942,2023,SE,FT,Machine Learning Engineer,319000,USD,319000,US,100,US,M
2943,2023,SE,FT,Machine Learning Engineer,206000,USD,206000,US,100,US,M
2944,2023,SE,FT,Data Scientist,215000,USD,215000,US,0,US,M
2945,2023,SE,FT,Data Scientist,142000,USD,142000,US,0,US,M
2946,2023,SE,FT,Data Scientist,266000,USD,266000,US,0,US,M
2947,2023,SE,FT,Data Scientist,167000,USD,167000,US,0,US,M
2948,2023,SE,FT,Data Analyst,140130,USD,140130,US,0,US,M
2949,2023,SE,FT,Data Analyst,84870,USD,84870,US,0,US,M
2950,2023,MI,FT,Data Engineer,178300,USD,178300,US,0,US,M
2951,2023,MI,FT,Data Engineer,105400,USD,105400,US,0,US,M
2952,2023,SE,FT,Machine Learning Engineer,215000,USD,215000,US,0,US,M
2953,2023,SE,FT,Machine Learning Engineer,142000,USD,142000,US,0,US,M
2954,2023,SE,FT,Data Engineer,122000,USD,122000,US,0,US,M
2955,2023,SE,FT,Data Engineer,94500,USD,94500,US,0,US,M
2956,2023,MI,FT,Data Engineer,750000,USD,750000,US,0,US,M
2957,2023,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M
2958,2023,SE,FT,Data Engineer,154000,USD,154000,US,100,US,M
2959,2023,SE,FT,Data Engineer,126000,USD,126000,US,100,US,M
2960,2023,EX,FT,Data Engineer,219650,USD,219650,US,100,US,M
2961,2023,EX,FT,Data Engineer,136000,USD,136000,US,100,US,M
2962,2023,SE,FT,Data Scientist,150000,USD,150000,US,0,US,M
2963,2023,MI,FT,Machine Learning Engineer,180000,USD,180000,US,100,US,M
2964,2023,MI,FT,Machine Learning Engineer,125000,USD,125000,US,100,US,M
2965,2023,SE,FT,Data Scientist,247600,USD,247600,US,0,US,L
2966,2023,SE,FT,Data Scientist,127300,USD,127300,US,0,US,L
